Text,Label
"This makes me nervous about this",anxious
"I feel awful",sad
"I feel balanced lately",calm
"I'm feeling tense lately",anxious
"This is so disappointing today",sad
"I'm frustrated lately",angry
"I'm so angry! right now",angry
"I'm really annoyed",frustrated
"I'm so angry! today",angry
"I feel balanced lately",calm
"I'm relaxed today",calm
"This makes me rage about this",angry
"This is so frustrating! lately",frustrated
"I'm so excited! right now",excited
"I'm furious about this about this",angry
"I'm overjoyed lately",happy
"I can't wait! right now",excited
"I'm feeling mellow lately",calm
"I'm doing alright today",neutral
"Everything is normal",neutral
"This makes me furious about this",angry
"I feel average today",neutral
"I'm really anxious right now",anxious
"I'm upset about this",sad
"I feel normal today",neutral
"I'm okay with this about this",neutral
"I'm so stoked today",excited
"I feel tranquil today",calm
"I'm upset",sad
"I feel miserable lately",sad
"I'm amped up lately",excited
"This is exciting! right now",excited
"I'm frustrated today",frustrated
"I feel balanced",calm
"I'm feeling great!",happy
"I'm feeling blue",sad
"I'm so angry! right now",angry
"I'm mad about this today",angry
"I'm feeling wonderful",happy
"I'm okay with this",neutral
"This is thrilling!",excited
"I feel balanced right now",calm
"I'm doing alright lately",neutral
"I'm feeling sad right now",sad
"I'm feeling tense",anxious
"I feel relaxed and calm",calm
"I'm panicking right now",anxious
"I'm buzzing with excitement today",excited
"I'm irritated",angry
"I'm feeling uneasy lately",anxious
"This irritates me about this",frustrated
"I'm feeling low lately",sad
"I'm relaxed lately",calm
"I'm feeling serene today",calm
"I feel fine",neutral
"I'm frustrated today",angry
"I'm frustrated lately",angry
"I'm fuming right now",angry
"I'm thrilled about this right now",excited
"I'm fed up today",frustrated
"I'm really annoyed today",frustrated
"I'm feeling gloomy today",sad
"I'm feeling mellow today",calm
"I'm really annoyed lately",frustrated
"I feel relaxed and calm lately",calm
"I feel terrible today",sad
"I'm nervous about this lately",anxious
"I'm alright right now",neutral
"This angers me today",angry
"I'm feeling uneasy right now",anxious
"I feel anxious right now",anxious
"I'm okay with this right now",neutral
"I'm annoyed lately",angry
"I'm feeling peaceful today",calm
"I'm so stoked lately",excited
"I feel tranquil today",calm
"I'm feeling placid about this",calm
"This is so irritating lately",angry
"I'm thrilled! today",happy
"I'm upset lately",sad
"I'm worried sick about this",anxious
"I'm really excited today",excited
"I feel average",neutral
"This irritates me right now",frustrated
"This is amazing! right now",happy
"I'm relaxed",calm
"I'm feeling quiet today",calm
"I'm feeling quiet",calm
"I'm delighted right now",happy
"I'm feeling worried right now",anxious
"Nothing special about this",neutral
"I'm frustrated",frustrated
"This is so frustrating!",frustrated
"This is so irritating about this",angry
"I'm worried sick about this",anxious
"I'm stressed out lately",anxious
"This is so irritating today",angry
"I feel composed right now",calm
"I'm so excited!",excited
"I'm feeling mellow right now",calm
"I'm frustrated lately",frustrated
"I'm thrilled about this right now",excited
"I'm panicking right now",anxious
"I'm feeling quiet",calm
"This is so irritating",angry
"I'm thrilled!",happy
"This is so irritating",frustrated
"I'm fuming about this",angry
"I'm feeling okay",neutral
"I feel at ease today",calm
"I'm feeling mellow lately",calm
"I'm doing alright right now",neutral
"I'm losing patience lately",frustrated
"I'm buzzing with excitement",excited
"This is annoying today",frustrated
"I feel hopeless lately",sad
"This is so annoying right now",frustrated
"This is so annoying about this",frustrated
"I'm feeling sad today",sad
"I feel hopeless",sad
"I can't wait! about this",excited
"I'm feeling serene about this",calm
"I'm feeling serene today",calm
"I'm feeling serene",calm
"I'm frustrated lately",angry
"I'm so hyped about this",excited
"This is maddening",frustrated
"I'm alright lately",neutral
"I'm furious about this lately",angry
"I feel joyful right now",happy
"This is exciting! today",excited
"I'm doing alright about this",neutral
"I'm buzzing with excitement right now",excited
"I feel miserable right now",sad
"I'm feeling placid",calm
"This is exciting!",excited
"I feel anxious lately",anxious
"I'm worried sick right now",anxious
"I'm indifferent about this",neutral
"I'm so excited! today",excited
"I'm so stoked lately",excited
"I'm panicking about this",anxious
"I'm feeling wonderful about this",happy
"I'm thrilled! today",happy
"This is heartbreaking lately",sad
"I'm indifferent right now",neutral
"I feel tranquil about this",calm
"I'm feeling worried lately",anxious
"I'm feeling gloomy right now",sad
"I'm fed up today",frustrated
"This gives me anxiety",anxious
"This angers me lately",angry
"I feel awful lately",sad
"I'm pumped! today",excited
"I'm doing okay right now",neutral
"I'm okay with this lately",neutral
"I'm doing okay right now",neutral
"I'm furious about this right now",angry
"What a wonderful day! today",happy
"This brings me joy lately",happy
"I'm livid about this",angry
"I feel down",sad
"I'm nervous about this lately",anxious
"I'm delighted lately",happy
"I'm ecstatic about this",excited
"I feel miserable",sad
"This makes me sad",sad
"I'm so happy today! lately",happy
"I'm thrilled about this lately",excited
"This is amazing! today",happy
"This is so frustrating!",frustrated
"I'm thrilled about this right now",excited
"This makes me happy today",happy
"I'm nervous about this about this",anxious
"Everything is fine",neutral
"I have anxiety about this",anxious
"I'm frustrated right now",angry
"I feel fantastic! right now",happy
"I'm panicking lately",anxious
"I feel relaxed and calm lately",calm
"This is amazing! right now",happy
"This makes me happy lately",happy
"I feel down right now",sad
"I'm feeling sad today",sad
"I'm relaxed lately",calm
"I'm relaxed today",calm
"I'm so pleased right now",happy
"I'm elated about this",excited
"Nothing special lately",neutral
"I'm buzzing with excitement",excited
"I feel fine",neutral
"I'm feeling steady right now",calm
"I feel anxious right now",anxious
"I feel awful lately",sad
"I'm feeling sad today",sad
"I feel empty inside today",sad
"I feel tranquil about this",calm
"I'm really worried about this",anxious
"Nothing much",neutral
"I'm alright",neutral
"This makes me nervous about this",anxious
"I'm frustrated right now",frustrated
"This makes me sad today",sad
"I'm really upset",angry
"This is infuriating right now",angry
"I'm doing okay today",neutral
"Nothing special today",neutral
"I feel awful about this",sad
"I'm frustrated right now",frustrated
"This is exasperating today",frustrated
"I'm really excited right now",excited
"I'm doing alright",neutral
"I feel normal about this",neutral
"This is amazing! today",happy
"I'm feeling frustrated",frustrated
"I'm really worried",anxious
"This makes me happy today",happy
"I'm feeling anxious",anxious
"I'm feeling anxious lately",anxious
"I'm feeling uneasy about this",anxious
"This is so irritating",frustrated
"I feel composed",calm
"I'm feeling peaceful today",calm
"I feel average about this",neutral
"I'm frustrated about this",frustrated
"This is exciting!",excited
"I'm thrilled!",happy
"I'm panicking today",anxious
"This gives me anxiety right now",anxious
"I can't wait! about this",excited
"I'm feeling tense right now",anxious
"I'm feeling okay right now",neutral
"I feel average lately",neutral
"Everything is fine right now",neutral
"I'm feeling frustrated today",frustrated
"This is maddening today",frustrated
"I'm buzzing with excitement",excited
"Nothing special about this",neutral
"This makes me nervous today",anxious
"I'm irritated lately",angry
"I'm ecstatic right now",happy
"I'm really frustrated about this",frustrated
"I'm panicking lately",anxious
"Nothing special today",neutral
"This is so annoying lately",frustrated
"This brings me joy lately",happy
"I feel fantastic! today",happy
"I'm doing alright about this",neutral
"This angers me right now",angry
"Everything is fine right now",neutral
"I'm really annoyed today",frustrated
"I'm upset",sad
"I can't wait! today",excited
"I'm irritated lately",angry
"I'm feeling quiet lately",calm
"I'm pumped! today",excited
"This brings me joy right now",happy
"I'm so stoked today",excited
"I'm so stoked about this",excited
"I'm pumped! lately",excited
"Everything is fine lately",neutral
"This is so annoying today",frustrated
"I'm furious about this",angry
"I'm feeling serene about this",calm
"This makes me happy lately",happy
"I'm seething right now",angry
"I feel balanced about this",calm
"I'm feeling okay today",neutral
"This irritates me today",frustrated
"I'm irritated today",angry
"Everything is fine today",neutral
"I'm seething right now",angry
"I can't wait! lately",excited
"This makes me sad right now",sad
"I can't wait! about this",excited
"I'm frustrated lately",angry
"I'm really excited lately",excited
"I'm doing okay right now",neutral
"This is so disappointing lately",sad
"I feel fantastic! about this",happy
"I'm feeling tense about this",anxious
"This is amazing! today",happy
"I feel anxious right now",anxious
"This is awesome!",excited
"I'm feeling mellow about this",calm
"I'm amped up",excited
"I feel terrible right now",sad
"I'm elated about this",excited
"I feel tranquil about this",calm
"I'm feeling anxious",anxious
"I'm okay with this today",neutral
"I'm so angry! lately",angry
"Nothing much about this",neutral
"This gives me anxiety lately",anxious
"I'm feeling sad lately",sad
"I'm delighted about this",happy
"This makes me sad about this",sad
"I'm feeling placid right now",calm
"I'm so hyped",excited
"I feel anxious about this",anxious
"This is awesome! today",excited
"I'm depressed right now",sad
"I'm feeling quiet right now",calm
"I'm upset",sad
"I'm annoyed lately",angry
"I'm okay with this about this",neutral
"I'm exhilarated right now",excited
"This irritates me",frustrated
"I'm so pleased right now",happy
"This is so irritating today",angry
"I feel at ease",calm
"I'm getting frustrated right now",frustrated
"I'm feeling mellow",calm
"I'm losing patience lately",frustrated
"I feel miserable about this",sad
"I'm so angry! about this",angry
"This is so disappointing today",sad
"I'm feeling peaceful today",calm
"This is exasperating lately",frustrated
"This makes me furious right now",angry
"I'm thrilled about this",excited
"I can't wait!",excited
"I'm really anxious right now",anxious
"I feel fine today",neutral
"This is so frustrating! about this",frustrated
"This is infuriating right now",angry
"This is heartbreaking",sad
"This makes me furious about this",angry
"I'm okay today",neutral
"I feel at ease right now",calm
"I feel joyful",happy
"I can't wait! right now",excited
"I'm concerned today",anxious
"I'm really annoyed right now",frustrated
"I feel fantastic! lately",happy
"I'm at peace lately",calm
"I'm livid",angry
"This is heartbreaking today",sad
"I'm feeling quiet today",calm
"This is thrilling! today",excited
"I feel anxious right now",anxious
"I'm depressed about this",sad
"I'm frustrated today",angry
"This is so irritating lately",angry
"I'm frustrated right now",angry
"This is exciting!",excited
"I'm depressed",sad
"This is so disappointing lately",sad
"I'm thrilled! about this",happy
